CLTV,Contract,Dependents,Multiple Lines,Offer,Satisfaction Score,Tenure in Months,Total Charges,Total Revenue,Churn
6043,1,0,1,0.0,5,58,4807.35,7398.21,0
4842,1,0,1,1.0,3,61,6300.15,8499.2,0
2510,1,0,0,0.0,5,26,1277.5,1277.5,0
4004,24,1,0,0.0,3,72,8033.1,9766.86,0
5640,1,0,0,0.0,1,10,857.2,970.2,1
5267,24,1,0,0.0,5,69,1412.65,4344.46,0
5590,1,0,1,0.0,3,29,1912.15,2430.38,0
5123,1,1,1,0.0,4,52,4993.4,6610.08,0
5409,24,1,1,0.0,4,11,300.7,466.14,0
5037,12,0,1,0.0,4,64,4480.7,6588.22,0
2876,1,0,1,1.0,1,3,151.3,218.98,1
2010,1,1,1,1.0,3,12,871.4,1050.92,1
4780,24,1,1,1.0,3,67,7009.5,9712.95,0
4669,12,0,0,1.0,1,57,3913.3,6002.35,1
3347,1,0,0,0.0,3,37,3419.3,3827.93,0
4840,1,1,0,0.0,3,1,19.85,48.95,0
2318,1,0,1,0.0,1,1,85.45,116.48,1
5397,1,0,0,0.0,4,45,3778.1,4014.4,0
4700,24,1,1,1.0,3,72,8100.55,9896.95,0
5671,24,1,0,1.0,3,10,521.0,498.03,0
3075,1,0,0,1.0,3,1,19.65,33.5,0
3463,1,1,0,0.0,1,1,70.65,108.33,1
4438,24,0,1,1.0,4,63,5538.8,8172.2,0
4905,1,0,0,0.0,5,10,247.0,370.9,0
5463,1,0,0,1.0,5,28,790.7,790.7,0
4193,24,0,0,0.0,5,57,1125.6,1221.93,0
5570,12,1,1,1.0,4,68,6770.5,9124.66,0
3817,12,0,1,1.0,5,47,3650.35,5507.79,0
4668,24,0,0,0.0,5,42,2762.75,4222.67,0
5100,1,1,0,0.0,5,5,163.55,163.55,0
4295,24,1,1,0.0,4,39,1004.35,2952.4,0
2491,12,0,0,0.0,4,23,1643.55,2128.81,0
4718,1,0,0,1.0,2,19,1441.1,1930.35,1
5075,24,0,0,0.0,3,49,3306.85,4308.9,0
3523,24,0,0,0.0,5,41,810.45,905.57,0
3880,1,0,1,1.0,4,11,601.6,941.87,0
2576,1,0,1,1.0,1,40,4113.1,5015.5,1
6424,24,0,1,1.0,1,58,6144.55,7767.97,1
3422,1,0,0,0.0,5,3,148.05,262.72,0
5277,1,0,1,0.0,5,3,174.2,297.17,0
4053,12,0,0,1.0,3,60,3928.3,6542.5,0
5903,1,1,0,1.0,5,23,1702.9,2823.69,0
2154,12,0,0,1.0,5,5,94.15,244.85,0
5453,24,1,0,1.0,3,62,3008.55,3128.55,0
5285,12,0,0,1.0,4,29,2948.6,3199.71,0
5264,24,0,1,1.0,4,70,6474.45,7781.35,0
3856,12,0,1,0.0,3,46,3255.35,3993.19,0
4283,1,0,1,0.0,2,69,7446.9,10013.7,1
5737,1,0,0,0.0,1,23,1900.25,2792.88,1
5063,24,0,1,0.0,5,71,1888.25,2682.03,0
4013,1,0,1,0.0,1,4,301.4,495.96,1
5042,12,0,1,1.0,3,37,2443.3,2925.78,0
4584,1,0,0,1.0,3,5,461.7,512.25,1
4676,24,0,1,1.0,5,61,5703.0,7206.66,0
5049,1,0,1,1.0,5,62,6164.7,7098.42,0
3396,12,0,0,0.0,3,48,936.7,1377.82,0
4739,1,0,0,1.0,1,1,70.9,110.71,1
5827,12,0,0,1.0,3,44,2774.55,4313.67,0
2847,1,0,0,1.0,4,14,300.4,419.96,0
4075,1,1,0,0.0,3,11,267.35,422.21,0
4138,1,0,1,0.0,1,1,80.3,97.81,1
5366,24,1,0,0.0,5,55,1083.0,2609.25,0
3625,1,0,0,0.0,3,1,19.65,47.53,0
5693,24,0,0,1.0,3,65,3517.9,3517.9,0
5154,24,1,0,1.0,4,67,1372.9,4639.15,0
4093,1,0,0,1.0,3,6,494.95,672.07,0
2607,12,0,0,0.0,3,39,779.2,2674.99,0
4889,1,0,1,0.0,5,2,171.45,280.27,0
2414,1,0,1,1.0,2,20,1734.5,1761.7,1
4806,1,0,0,0.0,1,13,952.3,1002.22,1
5246,1,0,0,0.0,1,4,193.6,253.88,1
4345,1,0,0,1.0,3,3,266.8,313.6,0
5082,1,0,0,0.0,2,1,79.55,121.68,1
4375,12,1,0,1.0,4,41,1412.4,1412.4,0
2185,1,0,0,0.0,4,45,3273.8,3740.0,0
5735,24,1,1,0.0,3,62,6638.35,8444.03,0
3653,1,0,0,0.0,5,4,308.1,485.54,0
4056,1,0,0,0.0,3,1,70.7,109.51,0
5555,1,0,0,1.0,5,22,470.2,1216.44,0
5322,12,0,0,1.0,4,33,1803.7,1803.7,0
6388,24,0,1,0.0,3,67,1672.15,2656.38,0
4118,24,0,1,1.0,4,72,1866.45,2352.45,0
2893,1,0,0,0.0,3,16,1170.5,1783.62,0
5720,12,0,1,0.0,3,44,4860.35,7049.35,0
3583,24,0,0,0.0,3,34,2427.35,2868.67,0
4476,1,0,0,1.0,3,1,34.7,34.7,1
5403,1,0,0,1.0,3,9,185.6,633.26,1
3167,1,0,1,1.0,1,15,757.1,1014.95,1
5160,12,0,0,0.0,3,1,18.8,62.37,0
3336,1,0,1,0.0,2,33,2745.7,3218.92,1
3161,12,0,0,1.0,4,13,742.9,1349.74,0
6186,24,1,0,0.0,4,58,1191.4,2654.36,0
2613,1,0,0,0.0,4,47,2723.4,2873.8,0
4240,24,0,0,0.0,4,72,6141.65,6538.37,0
4803,24,0,1,1.0,4,69,7455.45,9105.93,0
4522,1,0,0,0.0,1,2,94.55,105.69,1
4270,12,0,0,0.0,3,64,5017.7,5969.38,0
3448,1,0,0,1.0,1,1,19.6,33.77,1
2152,1,0,0,0.0,2,43,2499.3,4101.05,1
4579,24,1,0,0.0,4,59,1222.65,1783.74,0
3916,1,0,0,1.0,3,3,293.65,391.93,1
3839,1,0,1,0.0,5,37,2030.75,3044.92,0
5781,24,0,1,1.0,3,72,7459.05,9225.21,0
2709,1,0,1,1.0,3,12,1060.2,1378.7,1
5481,12,0,1,0.0,4,29,1620.2,2761.35,0
5039,1,0,1,0.0,3,30,1888.45,1967.65,0
5386,1,1,1,0.0,1,4,239.55,291.07,1
4113,24,0,1,1.0,3,68,6424.7,7488.9,0
2768,12,0,0,1.0,4,22,467.15,973.81,0
5113,24,0,1,1.0,3,63,4676.7,5442.15,0
4380,12,0,0,0.0,4,51,2928.5,2928.5,0
6444,24,1,1,1.0,4,72,7922.75,11315.79,0
4284,1,0,0,1.0,5,25,1293.8,1293.8,0
4986,1,1,0,1.0,3,49,2970.3,3229.51,0
2446,12,1,0,1.0,4,41,798.2,2418.93,0
6321,1,1,0,0.0,3,51,4018.55,4147.58,0
4408,1,0,1,1.0,4,12,316.2,343.68,0
2939,24,0,0,0.0,3,8,562.7,902.94,0
2604,12,0,1,0.0,3,38,3187.65,4141.83,0
2564,24,1,0,0.0,4,36,1547.35,1547.35,0
5037,24,0,1,1.0,5,67,5883.85,6098.25,0
3553,1,0,1,0.0,1,3,256.25,327.71,1
2827,1,0,1,1.0,4,44,4915.15,6870.95,0
5971,24,0,0,0.0,4,60,1258.15,3066.55,0
5395,12,0,1,0.0,3,58,4299.2,6754.34,0
4505,24,0,0,1.0,3,72,4888.2,5775.24,0
4934,24,1,0,0.0,3,72,4664.5,4724.5,0
5012,24,0,1,0.0,4,66,5538.35,8366.45,0
2199,1,0,0,0.0,3,1,79.6,98.92,1
6002,24,1,0,1.0,5,63,1245.6,1917.81,0
4384,1,0,0,1.0,3,27,2383.6,3453.34,0
2756,1,0,1,0.0,3,1,77.15,114.85,1
4704,1,0,0,1.0,3,7,521.35,584.0,0
4779,1,0,0,1.0,1,1,69.1,85.65,1
4551,1,0,1,1.0,4,63,6713.2,8275.19,0
3030,1,0,0,0.0,4,4,118.4,118.4,0
2185,12,0,0,0.0,4,17,279.5,816.7,0
4730,24,0,1,0.0,4,61,5321.25,6515.63,0
4500,1,1,0,1.0,2,11,221.35,585.01,1
2961,1,0,0,1.0,1,4,302.75,519.87,1
5240,24,1,1,0.0,4,64,5817.45,8185.45,0
5874,24,1,0,1.0,4,6,100.35,250.65,0
5567,24,0,1,1.0,4,72,8013.55,11596.99,0
6487,24,0,1,0.0,3,69,6322.1,9594.77,0
2198,1,0,0,0.0,3,4,91.4,274.76,0
4272,24,0,1,0.0,4,72,7965.95,8275.39,0
5427,12,1,1,0.0,4,67,7388.45,8755.92,0
5014,1,0,0,0.0,5,7,313.45,533.46,0
2416,12,0,0,1.0,5,20,1671.6,2135.2,0
5560,1,1,1,0.0,1,2,113.55,124.89,1
2485,1,0,0,0.0,2,1,70.0,108.8,1
5072,24,0,1,1.0,3,70,6859.05,8711.95,0
5301,24,0,1,0.0,3,60,6067.4,6670.4,0
5872,24,0,0,1.0,5,71,5564.85,7554.27,0
4624,12,0,0,0.0,4,18,711.95,801.95,0
5948,1,0,0,0.0,2,1,69.55,82.01,1
5568,24,1,1,0.0,4,70,5979.7,8697.8,0
5527,1,0,0,1.0,1,1,55.8,82.02,1
4099,1,0,0,0.0,3,1,35.0,35.0,0
4196,1,0,1,1.0,1,65,6786.4,7981.75,1
4213,24,1,1,0.0,3,72,6954.15,7807.35,0
3498,1,0,1,0.0,2,38,3624.3,5512.9,1
2279,12,0,0,0.0,3,2,28.3,59.88,1
4499,1,0,0,1.0,2,1,45.1,60.38,1
4582,1,0,1,1.0,5,63,6871.7,8155.01,0
2071,12,0,0,1.0,1,38,3058.65,4659.97,1
5179,12,1,0,0.0,3,62,4983.05,7428.44,0
4298,12,1,0,1.0,4,52,2610.65,3132.21,0
6268,24,0,1,1.0,3,72,8196.4,9735.76,0
5276,12,0,1,0.0,3,54,3770.0,6386.3,0
3880,1,0,0,1.0,5,11,521.9,664.35,0
2044,1,0,1,0.0,4,2,136.05,218.21,0
5313,1,0,1,1.0,3,65,6914.95,9621.1,0
2431,1,0,0,1.0,1,1,50.65,65.43,1
2681,1,0,0,0.0,5,15,309.4,551.35,0
2400,12,0,0,1.0,3,14,324.8,689.08,0
3207,1,0,1,0.0,3,22,2234.95,3018.59,0
5748,24,1,0,1.0,3,68,6683.4,7315.12,0
4382,1,0,0,1.0,3,20,1901.65,2473.05,0
2464,1,0,0,0.0,3,19,1495.1,2029.71,0
2373,1,0,1,1.0,1,19,1660.0,2194.28,1
5968,1,0,0,1.0,3,2,123.05,196.97,0
5679,24,0,1,0.0,3,56,5219.65,7833.17,0
4177,1,0,0,0.0,3,12,246.7,634.54,0
6045,24,0,1,1.0,3,71,5585.4,6364.27,0
4275,1,1,1,1.0,3,48,4997.5,6455.52,0
5655,1,0,0,0.0,2,2,92.65,179.97,1
5613,1,1,0,1.0,3,3,177.4,356.05,0
5531,12,0,0,0.0,3,39,1886.4,2944.27,0
2206,1,0,1,1.0,1,18,1687.95,2254.77,1
6404,24,1,0,1.0,4,51,1782.0,1772.61,0
4240,24,0,1,0.0,4,70,7737.55,9311.79,0
4699,1,0,0,0.0,4,3,98.5,98.5,0
4126,12,0,0,0.0,5,30,3021.3,3386.4,0
4480,12,0,1,1.0,5,68,5762.95,6576.63,0
4277,24,0,0,0.0,3,60,2907.55,2947.55,0
5268,12,0,0,0.0,3,43,1463.7,1463.7,0
2925,24,0,1,1.0,4,44,4040.2,4684.8,0
4025,12,0,0,0.0,3,23,2326.05,3289.29,0
4749,1,1,0,0.0,3,13,750.1,1116.05,0
4808,24,1,0,1.0,5,71,1301.1,2356.16,0
4015,24,0,1,0.0,4,71,1710.15,4789.42,0
5534,1,1,0,1.0,3,53,3363.8,3475.63,0
5282,1,1,1,0.0,1,54,3092.65,3454.45,1
5261,1,0,1,0.0,3,67,5588.8,8597.1,0
2051,1,0,0,0.0,2,1,19.95,37.56,1
5926,12,0,1,0.0,4,56,5608.4,6758.08,0
5421,1,0,0,0.0,3,24,2107.15,2335.87,0
2177,1,1,0,0.0,3,23,1936.85,2563.37,0
5915,12,1,0,0.0,4,54,5826.65,6966.87,0
5701,1,0,1,1.0,3,5,462.8,663.55,1
4390,1,0,0,0.0,1,17,1144.5,1354.72,1
5211,1,0,1,1.0,3,50,5431.9,5890.9,0
5712,12,0,0,0.0,4,55,3157.0,5186.35,0
4525,1,1,0,1.0,2,6,260.8,556.0,1
5951,1,0,0,1.0,1,1,89.9,122.75,1
4954,24,1,1,1.0,4,70,1782.05,2435.15,0
5905,24,0,1,1.0,3,72,8405.0,9816.2,0
4204,24,0,1,1.0,3,69,5031.0,5952.84,0
5102,1,0,0,1.0,2,22,1152.7,1751.98,1
6214,24,1,1,0.0,4,60,4859.1,5903.37,0
5432,1,0,0,0.0,2,8,164.3,387.9,1
4043,12,0,0,0.0,5,69,2492.25,2642.25,0
6117,12,0,1,0.0,3,54,5639.05,7986.43,1
6316,12,0,1,1.0,3,70,4543.15,6623.55,0
5282,1,1,0,1.0,3,13,1334.45,1907.1,0
5055,1,0,0,1.0,1,2,144.55,232.61,1
3315,1,1,1,1.0,5,46,3769.7,4023.62,0
4259,24,0,1,1.0,4,72,8065.65,11032.77,0
6432,12,0,1,1.0,5,61,4914.8,6685.48,0
5398,12,0,0,1.0,3,45,930.45,2073.45,1
4584,12,0,0,0.0,5,30,2638.1,2718.2,0
3571,12,1,1,0.0,3,22,1663.75,2459.05,0
4111,24,0,1,1.0,3,71,7616.0,9885.87,0
3413,24,1,0,1.0,3,42,833.55,965.43,0
5498,24,1,0,0.0,3,72,3784.0,3784.0,0
3567,1,0,0,0.0,2,3,242.05,337.69,1
5546,1,0,0,0.0,1,24,2238.5,3018.26,1
4736,24,1,1,1.0,3,46,4630.2,6886.81,0
4172,12,0,0,0.0,5,13,966.25,1520.31,0
5040,12,1,0,1.0,3,47,1794.8,1794.8,0
4773,24,0,1,0.0,4,72,7840.6,8862.28,0
3012,1,0,1,0.0,4,34,2003.6,2421.8,0
4910,12,1,0,0.0,5,20,395.6,541.8,0
4879,1,0,0,1.0,3,1,44.45,92.76,1
4479,24,0,1,0.0,3,71,7382.25,8423.82,0
4334,1,0,1,1.0,3,12,832.3,1381.9,0
2269,1,0,0,0.0,3,8,365.55,664.86,1
5679,1,0,1,1.0,3,1,85.0,115.52,1
3282,1,0,0,1.0,4,31,2019.8,2804.1,0
5394,1,0,0,0.0,1,13,1201.15,1650.74,1
5750,1,0,0,0.0,3,68,3085.35,3085.35,0
2571,1,0,1,0.0,3,27,2122.05,3280.62,1
2278,1,0,0,1.0,4,11,795.65,888.93,0
6399,12,1,1,1.0,4,60,5811.8,8694.2,0
4671,24,0,1,0.0,4,62,1416.75,1969.17,0
4821,24,1,0,0.0,3,19,387.4,989.7,0
4970,1,1,0,0.0,5,32,2723.75,3706.87,0
5357,1,0,1,1.0,4,43,3398.9,5197.59,0
5344,12,0,0,0.0,5,56,4557.5,7143.58,0
5286,1,0,0,1.0,4,1,55.45,71.88,0
3007,1,0,0,1.0,4,2,38.8,58.02,0
4732,24,1,1,0.0,4,68,5560.0,7270.88,0
5418,12,0,1,1.0,4,69,1763.55,3287.07,0
5756,1,1,0,0.0,4,5,232.55,477.85,0
2038,1,0,0,0.0,3,8,226.95,226.95,0
3051,1,0,1,0.0,3,2,184.65,267.01,1
5341,1,0,0,1.0,3,1,69.95,82.99,1
6335,12,0,1,1.0,3,56,5471.75,6096.84,0
4695,12,0,1,1.0,4,71,7412.25,7723.94,0
3202,12,0,0,0.0,3,34,3128.8,4029.46,0
3517,12,0,1,1.0,3,46,4594.65,6252.77,0
2802,1,0,0,1.0,1,3,139.35,139.35,1
4161,12,0,0,0.0,5,29,788.05,788.05,0
4548,1,0,0,1.0,1,1,69.85,81.98,1
5795,1,0,1,0.0,1,1,95.1,99.99,1
2191,1,0,0,0.0,3,27,1461.45,1868.88,0
4193,1,0,1,1.0,3,8,649.65,847.73,1
4163,1,0,1,0.0,4,10,568.2,908.0,0
3753,24,1,1,0.0,4,37,861.85,2515.01,0
3320,1,0,0,0.0,3,10,865.55,1034.05,1
4171,1,0,0,1.0,4,11,733.95,1274.51,0
4167,1,0,0,0.0,1,4,307.4,437.12,1
5651,24,0,0,0.0,5,49,2106.05,3832.45,0
3546,12,0,0,1.0,4,17,1175.6,1946.55,0
3522,12,1,0,0.0,3,17,792.15,792.15,0
5186,12,0,0,1.0,4,52,1022.95,2195.55,0
5168,1,1,0,0.0,3,64,5135.35,8302.71,0
5453,24,1,1,0.0,5,39,987.95,1787.06,0
3740,1,0,0,1.0,3,18,908.75,1556.03,0
5880,12,0,0,1.0,4,29,529.5,1965.58,0
5156,12,0,1,0.0,3,26,1581.95,2570.99,0
2075,1,0,1,1.0,1,42,3959.35,4698.97,1
4873,1,0,1,1.0,2,42,2203.65,2628.34,1
4422,12,1,1,1.0,4,70,5445.95,7958.95,0
4943,1,1,0,0.0,4,3,60.65,151.67,0
4221,24,1,1,0.0,3,45,4900.65,5237.25,0
2613,1,1,0,1.0,1,3,91.7,91.7,1
2323,1,0,0,1.0,2,2,145.15,160.43,1
4620,12,0,1,1.0,3,68,3975.7,6934.98,0
4486,12,1,0,0.0,3,2,38.25,100.27,0
5434,24,1,1,0.0,4,68,1686.15,3510.59,0
4344,1,0,0,0.0,5,4,82.85,95.05,0
2285,1,0,0,1.0,3,1,20.95,23.24,0
5195,12,1,0,1.0,3,28,1992.2,2354.52,0
4639,1,0,1,1.0,3,49,4254.85,6195.25,1
2921,1,0,1,1.0,3,26,2599.95,3267.11,0
4149,12,0,1,1.0,1,54,4350.1,5002.42,1
4490,1,0,0,1.0,2,1,79.5,128.47,1
2182,1,0,1,0.0,4,5,283.95,540.95,0
4246,24,1,0,1.0,3,19,387.7,989.88,0
6488,24,0,0,1.0,4,62,4819.75,6346.19,0
4111,1,0,1,1.0,4,39,4040.65,4710.28,0
2632,1,0,1,0.0,1,8,773.65,964.77,1
3111,12,0,0,0.0,5,20,1614.2,2044.0,0
2950,1,1,0,0.0,3,7,554.05,667.59,0
4162,24,0,0,0.0,5,69,4131.2,4319.57,0
6315,24,1,0,0.0,5,60,1161.75,2480.55,0
5604,12,0,1,0.0,3,51,5686.4,7029.35,0
5302,24,1,1,0.0,3,24,571.75,1069.51,0
4325,1,1,1,1.0,5,49,4889.2,6230.82,0
3969,1,0,0,0.0,4,2,151.75,159.27,0
5036,1,1,0,1.0,3,30,2570.2,2875.9,0
3248,24,1,0,0.0,3,47,2768.65,2768.65,0
2893,1,0,0,1.0,5,6,497.6,787.52,0
3740,1,0,0,0.0,2,13,1222.8,1454.59,1
2021,24,0,0,0.0,5,47,973.1,1280.48,0
5245,1,0,1,0.0,3,24,2496.7,2574.22,1
3410,1,0,1,0.0,1,22,1742.75,2031.17,1
3286,24,0,1,1.0,3,47,2879.9,4560.15,0
4519,1,0,1,1.0,2,15,899.8,1509.7,1
5530,1,0,1,0.0,5,28,2684.35,3624.31,0
5636,12,0,0,0.0,4,57,5199.8,7857.14,0
2403,12,0,0,0.0,5,26,505.9,1683.18,0
5924,1,0,0,1.0,5,37,1478.85,1478.85,0
4748,1,0,0,1.0,2,9,741.7,914.32,1
3913,1,1,0,0.0,1,1,48.95,83.35,1
2502,12,0,0,0.0,5,26,1597.4,2042.52,0
3425,1,1,1,1.0,3,18,992.7,1307.88,0
3083,1,1,1,0.0,3,6,518.75,766.49,0
5557,1,0,1,1.0,3,24,2072.75,3130.91,0
3152,12,0,0,1.0,5,8,153.95,541.07,0
2663,1,0,0,0.0,1,29,1974.8,2300.76,1
2299,1,0,1,0.0,4,41,3190.65,3511.68,0
5265,24,1,0,1.0,3,72,1401.15,3356.67,0
3178,1,0,0,0.0,3,26,2146.5,3195.6,0
4854,12,1,1,0.0,5,41,4454.25,5291.06,0
4903,1,0,0,1.0,2,3,134.5,267.88,1
5318,1,0,0,0.0,5,21,1857.25,2325.55,0
5152,24,0,1,0.0,3,72,7422.1,9500.02,0
4485,12,1,0,1.0,3,71,6179.35,8320.71,0
6268,12,0,1,1.0,1,56,5794.65,8527.45,1
5154,1,0,0,1.0,3,26,2351.8,3253.74,1
5372,1,1,1,0.0,3,8,820.5,917.7,1
4021,1,0,0,0.0,5,56,2564.95,2564.95,0
4296,1,0,0,1.0,3,14,1337.45,1726.65,0
2671,1,0,0,1.0,3,2,139.05,165.39,1
2649,1,0,0,0.0,2,18,553.0,623.0,1
6292,1,0,1,1.0,3,60,5450.7,8023.5,0
4137,1,0,0,1.0,3,20,375.25,1335.85,0
4795,1,0,0,0.0,3,30,1527.5,1667.0,1
4011,1,0,0,1.0,5,9,530.05,882.76,0
6188,24,1,1,1.0,3,72,6511.8,8278.2,0
4531,1,1,0,1.0,1,1,60.0,113.48,1
2333,1,1,0,1.0,5,13,251.25,468.87,0
4095,1,0,1,1.0,3,30,2866.45,3181.45,1
5764,1,0,1,1.0,2,40,3303.05,3384.25,1
5397,24,0,0,1.0,4,11,231.45,779.25,0
2469,24,0,0,1.0,3,1,70.05,73.02,0
4033,12,0,0,0.0,4,19,1045.25,1507.9,0
4690,1,1,1,1.0,3,2,242.8,220.38,1
4638,1,1,1,1.0,1,27,2135.5,2235.41,1
2848,24,0,0,1.0,3,11,834.7,1103.32,0
4106,24,0,1,0.0,3,69,1718.35,4831.63,0
4912,1,1,0,0.0,3,57,5567.45,7177.7,0
4777,1,0,0,0.0,3,14,1266.1,1424.44,1
5277,1,0,0,0.0,4,1,49.55,60.38,0
5028,1,0,0,0.0,1,9,418.8,438.8,1
4743,24,1,1,0.0,3,67,6885.75,7643.52,0
5097,1,0,0,0.0,4,35,812.5,852.5,0
5280,12,1,1,1.0,4,71,6300.85,7962.96,0
5844,1,0,0,0.0,2,1,69.65,76.88,1
5745,24,1,0,0.0,5,36,754.5,1917.3,0
5263,12,1,0,1.0,5,37,3247.55,4838.92,0
4331,1,1,0,1.0,3,27,1972.35,3232.17,0
5442,1,1,1,1.0,3,32,2045.55,3110.51,0
5327,12,0,0,1.0,4,28,534.7,1665.62,0
2231,1,1,0,0.0,5,6,100.9,193.9,0
3784,1,0,0,1.0,4,19,468.35,468.35,0
5644,12,0,1,0.0,4,45,1174.35,3195.3,0
4017,12,0,0,1.0,3,36,1992.85,3689.52,0
3094,1,0,0,0.0,4,4,360.55,406.55,0
5680,12,0,1,0.0,3,60,7049.5,9703.9,0
4489,1,0,0,0.0,3,7,112.3,176.28,1
5928,12,0,0,0.0,1,35,3030.6,3923.45,1
3757,1,0,0,0.0,1,9,416.45,557.03,1
4120,24,0,1,1.0,3,70,6944.5,10304.5,0
5963,1,0,1,1.0,1,23,2470.1,2844.54,1
2701,1,0,0,1.0,4,36,3366.05,4837.37,0
3461,24,1,0,0.0,4,21,1183.2,1164.07,0
2030,24,0,0,0.0,4,35,1434.6,1434.6,0
5316,24,1,0,1.0,3,60,1189.9,2185.3,0
4287,1,0,1,0.0,3,50,4816.7,5762.7,1
5533,1,0,0,1.0,1,1,79.25,99.23,1
4008,24,0,1,1.0,4,72,8436.25,9511.93,0
4487,24,0,0,0.0,3,57,3894.4,5954.38,0
4099,1,0,0,1.0,3,8,445.85,597.85,0
4024,1,0,1,1.0,3,5,550.6,773.85,0
3080,1,0,0,0.0,4,26,1183.8,1183.8,0
3573,12,0,0,1.0,3,24,456.85,1245.49,0
6450,24,0,1,1.0,4,72,6151.9,6941.74,0
5958,12,1,1,1.0,4,68,5733.4,6770.33,0
2615,24,0,1,1.0,3,37,3460.95,3946.76,0
2132,1,1,1,1.0,3,31,2823.0,3466.56,0
4363,12,0,0,1.0,3,67,3870.0,6281.33,0
2610,1,0,0,0.0,5,5,426.35,600.9,0
5232,24,0,1,1.0,4,72,7746.7,8718.53,0
3716,1,0,1,0.0,2,4,308.7,421.14,1
3087,24,0,0,0.0,3,8,141.6,329.28,0
4352,1,0,0,0.0,5,34,1815.3,3198.08,0
4123,1,0,1,0.0,3,21,2317.1,3198.56,1
4412,24,1,1,1.0,4,70,5617.95,5905.65,0
5973,24,0,1,1.0,4,71,7365.3,7639.36,0
2929,24,0,0,0.0,3,45,2296.25,4333.4,0
5739,1,0,1,0.0,5,10,797.25,953.25,0
5503,1,0,1,0.0,3,34,3540.65,4492.65,0
3478,1,1,0,0.0,4,6,98.35,199.81,0
4884,1,0,0,1.0,3,1,75.7,84.75,1
5436,24,1,1,1.0,4,69,7297.75,8849.56,0
3114,24,1,0,0.0,4,32,696.8,1238.88,0
4633,1,1,0,0.0,3,1,19.9,27.39,1
2777,1,0,0,0.0,3,34,2564.3,3021.6,1
4253,1,0,0,0.0,3,14,668.85,725.55,0
3628,1,0,0,0.0,3,9,653.25,963.12,0
3471,24,1,1,0.0,3,14,1346.3,1547.76,0
4304,1,0,1,0.0,5,48,4946.05,5450.05,0
2428,1,0,0,1.0,2,15,297.3,894.9,1
3469,1,0,1,0.0,3,5,402.5,509.0,0
4510,1,0,0,1.0,4,4,293.85,318.57,0
2008,1,0,1,1.0,1,13,1358.85,1412.9,1
5564,1,0,0,0.0,5,17,1329.15,1713.52,0
4283,1,0,0,0.0,4,9,178.85,601.31,0
4020,1,0,1,1.0,3,69,7007.6,10374.8,1
4036,12,1,1,0.0,5,38,3741.85,4817.25,0
4603,24,1,0,0.0,4,72,1326.25,2913.85,0
4510,12,0,1,1.0,4,47,4615.25,6507.0,0
4620,1,0,0,0.0,2,1,69.7,91.22,1
5843,12,0,0,0.0,4,39,2209.15,2473.18,0
4577,24,0,0,0.0,5,2,37.2,51.26,0
5242,24,0,0,1.0,4,8,572.85,907.65,0
5598,1,0,1,0.0,1,12,1132.75,1590.67,1
4212,1,0,1,1.0,3,1,54.35,79.74,1
4267,1,0,0,0.0,3,4,55.7,241.82,0
4412,24,0,1,1.0,5,71,1725.4,3480.52,0
4939,1,0,0,1.0,3,1,20.15,41.74,1
5715,1,0,0,1.0,2,5,415.55,448.01,1
4934,24,0,1,1.0,4,64,5632.55,6553.51,0
3150,1,0,0,1.0,5,46,2065.15,3175.13,0
4621,1,0,1,0.0,3,55,4266.4,5556.15,0
4018,12,0,0,0.0,3,12,267.0,466.08,0
2683,1,1,1,1.0,3,16,1882.55,2625.75,0
6080,24,0,0,1.0,1,64,4481.0,6344.68,1
5978,12,1,0,1.0,4,27,1567.55,1668.56,0
5761,1,0,0,0.0,5,6,130.5,172.08,0
5657,1,1,0,1.0,4,22,400.3,1489.52,0
2664,1,0,0,0.0,5,1,20.45,60.06,0
4272,1,0,0,0.0,1,40,2109.35,2189.35,1
5038,24,0,1,1.0,4,64,5948.7,6029.98,0
4146,1,1,0,0.0,5,16,275.9,447.78,0
3200,12,0,0,1.0,4,23,1940.8,2413.29,0
4623,1,0,0,0.0,4,9,466.6,579.91,0
3157,1,0,1,1.0,1,26,2710.25,2833.01,1
5775,1,1,0,0.0,4,4,299.75,430.46,0
2080,1,0,1,1.0,2,35,3474.05,4782.55,1
3172,1,0,1,0.0,4,39,3949.15,4735.0,0
4387,1,1,0,1.0,3,2,63.75,63.75,0
5105,12,0,0,0.0,5,28,1426.45,2398.09,0
2641,12,0,1,0.0,5,46,4564.9,4758.1,0
5212,12,0,0,0.0,5,33,690.25,1819.51,0
3596,1,0,1,0.0,3,10,1068.85,1389.55,1
2569,1,0,1,0.0,4,1,25.75,40.97,0
2887,1,0,0,0.0,3,21,1424.4,1763.76,0
2926,1,0,0,1.0,4,21,1393.6,2230.45,0
4642,24,0,1,0.0,3,71,1836.9,4118.13,0
3099,12,0,0,1.0,3,22,903.6,903.6,1
5371,1,1,1,0.0,3,64,5960.5,8173.62,0
4562,1,0,0,0.0,4,7,497.3,714.23,0
2058,1,0,1,1.0,3,21,1948.35,2559.21,0
4157,1,0,1,1.0,3,15,1566.75,1718.55,0
4517,1,0,0,0.0,1,27,1929.35,2118.89,1
4965,12,0,1,0.0,3,51,4614.55,5084.26,0
3043,1,0,1,1.0,3,1,50.15,90.02,0
4193,24,1,1,1.0,3,72,6339.3,8769.3,0
